;DADO;VALOR;VU;AREALOTE;TESTADA;PROFUND;PAVIM;TOPOGRAF;DATA;TEMPO;IA;N_PAV;RENDA;CENTENA;ANOS;E;N;BAI_LOC;ENDERECO;COMPL;FONTE;TELEFONE;ZF_NOVA;ET;NT;ET2;NT2;ETNT;D_AV
88;248;150000;384,62;390;15;26;1;3;01-out-yyyy;2,013;2;8;2132,28;230,94;1;660311,92;6826191,24;SÃO_CRISTÓV;RUA_ANTÔNIO_GABRIEL_MACHADO;NA;FONTANA;NA;ZR3 - 8;0,89;0,64;0,78;0,41;0,57;0,23
89;249;400000;769,23;520;20;26;1;3;01-out-yyyy;2,013;2;8;3328,63;511,16;1;660145,61;6825785,97;SÃO_CRISTÓV;RUA_ALMIRANTE_SALDANHA_DA_G;NA;FONTANA;NA;ZR3 - 8;0,86;0,56;0,74;0,31;0,48;0,51
90;321;56000;112,92;495,93;13,5;30;1;3;06-set-yyyy;2,013;1;4;1869,25;1142,57;1;658337;6824841;SÃO_LUIZ;RUA_WASHINGTON_LUIZ;NA;PEDRO_PAULO_PAV;96045433/34330201;ZR2-4;0,56;0,37;0,31;0,14;0,2;1,14
91;340;70000;190,88;366,73;12;29;1;3;06-set-yyyy;2,013;1;4;1455,01;1271,29;1;658264;6824524;SÃO_LUIZ;RUA_BOM_RETIRO;NA;LOCATIVA;34371112/99516831;ZR2-4;0,54;0,3;0,3;0,09;0,17;1,27
92;356;150000;293,26;511,5;33;15,5;1;3;05-set-yyyy;2,013;3;4;1972,49;1378,76;1;658565;6824765;SÃO_LUIZ;RUA_EPITÁCIO_PESSOA;NA;EDILANDO_BARP;96625254/96160375;ZM2-4;0,59;0,35;0,35;0,12;0,21;1,38
93;357;225000;300,26;749,35;13;60;2;3;05-set-yyyy;2,013;1;4;1707,5;1763,3;1;658866;6824516;SÃO_LUIZ;RUA_AFONSO_PENA;NA;FANFA;99645157;ZR2-4;0,64;0,3;0,42;0,09;0,2;1,76
94;358;230000;306,34;750,79;13;60;2;3;05-set-yyyy;2,013;1;4;1681,54;1717,97;1;658805;6824503;SÃO_LUIZ;RUA_AFONSO_PENA;NA;ZANETTA_IMÓVEIS;30452424/96241801;ZR2-4;0,63;0,3;0,4;0,09;0,19;1,72
95;359;245000;503,34;486,75;16,5;29,5;1;3;05-set-yyyy;2,013;1;4;2066,54;1651,02;1;659245;6824717;SÃO_LUIZ;RUA_RAYMUNDO_PUCHER;ESQ._COM_CARLOS_FRANCISC;PILAR_IMOBILIÁR;34377000;ZR2-4;0,71;0,34;0,5;0,12;0,24;1,65
96;361;265000;1006,65;263,25;13,5;19,5;1;3;05-set-yyyy;2,013;1;4;2569,91;1374,7;1;659266;6825003;SÃO_LUIZ;RUA_CAMPOS_SALES;LOTE_NÃO_DESMENBRADO;PILAR_IMOBILIÁR;34427000;ZR2-4;0,71;0,4;0,51;0,16;0,28;1,37
97;369;265000;582,42;455;13;35;1;3;21-fev-yyyy;2,014;1;4;2441,99;1443,33;1;659246,14;6824937,2;SÃO_LUIZ_;RUA_CAMPOS_SALES;NA;PILAR_IMOBILIÁR;3442-7000;ZR2-4;0,71;0,39;0,5;0,15;0,27;1,44
98;370;150000;258,62;580;18;32;1;3;21-fev-yyyy;2,014;3;4;2020,2;1354,81;1;658558,58;6824804,12;SÃO_LUIZ_;RUA_JÚLIO_CASTILHOS;ESQ._COM_EPITÁFIO_PESSOA;IMÓVEL_WEB;NA;ZM2-4;0,59;0,36;0,35;0,13;0,21;1,35
99;371;245000;403,62;607;13,5;45;1;3;21-fev-yyyy;2,014;1;4;2272,08;1537,87;1;659219,23;6824846,4;SÃO_LUIZ_;RUA_CAMPOS_SALES;NA;PILAR_IMOBILIÁR;3442-7000;ZR2-4;0,7;0,37;0,49;0,14;0,26;1,54
100;374;200000;256,41;780;26;30;1;3;21-fev-yyyy;2,014;1;4;1663,98;855,01;1;658032,77;6824898,99;SÃO_LUIZ_;RUA_JOÃO_CAETANO;AV._CARLOS_PINTO_SAMPAIO;ANÚNCIO;NA;ZR2-4;0,51;0,38;0,26;0,14;0,19;0,86
101;375;90000;200;450;15;30;1;3;21-fev-yyyy;2,014;1;4;1733,42;1143,38;1;658270,09;6824735,18;SÃO_LUIZ_;RUA_ANTÔNIO_NAZÁRIO;ESQ._COM_RUA_PINHEIRO_MA;PRIMICIA;NA;ZR2-4;0,55;0,35;0,3;0,12;0,19;1,14
102;437;45000;129,31;348;29;24,3;1;3;21-nov-yyyy;2,013;1;2;1169,52;267,29;1;656461,12;6824916,06;PINHEIRINHO;RUA_IMIGRANTE_ZANETTE;N°989;DUDA_IMÓVEIS;NA;ZR1 - 2;0,24;0,38;0,06;0,15;0,09;0,27
103;438;60000;165,45;362,64;13;30;1;3;21-nov-yyyy;2,013;1;2;1488,22;1210,65;1;657329,56;6823633,48;PINHEIRINHO;RUA_IMIGRANTE_DE_LUCCA;NA;PREF._CRICIÚMA;NA;ZR1 - 2;0,39;0,13;0,15;0,02;0,05;1,21
104;440;60000;189,87;316;13;24,3;1;3;21-nov-yyyy;2,013;1;2;962,24;848,13;1;656069,63;6825345,41;PINHEIRINHO;RUA_SILVINO_ROVARIS;ESQ._LIDIO_DASSOLER;ELIZANDRO_IMÓVE;NA;ZR1 - 2;0,18;0,47;0,03;0,22;0,08;0,85
105;441;60000;189,72;316,25;12,65;25;1;3;21-nov-yyyy;2,013;1;2;1344,39;516,47;1;656497,6;6825303,52;PINHEIRINHO;RUA_CARLOS_SCAVONE;NA;ELIZANDRO_IMÓVE;NA;ZR1 - 2;0,25;0,46;0,06;0,21;0,11;0,52
106;442;60000;172,41;348;12;29;1;3;21-nov-yyyy;2,013;1;2;1148,43;355,12;1;656402,44;6824981,49;PINHEIRINHO;RUA_IMIGRANTE_ZANETTE;N°1030;ELIZANDRO_IMÓVE;NA;ZR1 - 2;0,23;0,4;0,05;0,16;0,09;0,36
107;445;70000;137,25;510;15;34;1;3;21-nov-yyyy;2,013;1;2;1915,47;467,29;1;656796,07;6824151,97;PINHEIRINHO;RUA_IMIGRANTE_DE_LUCCA;NA;SELETTO_IMÓVEIS;3045-7836;ZR1 - 2;0,3;0,23;0,09;0,05;0,07;0,47
108;446;70000;193,31;362,12;12;30;1;3;21-nov-yyyy;2,013;1;2;1492,2;1198,96;1;657321,88;6823642,41;PINHEIRINHO;RUA_IMIGRANTE_DE_LUCCA;NA;GÓES_IMÓVEIS;3437-2552;ZR1 - 2;0,39;0,13;0,15;0,02;0,05;1,2
109;447;70000;192,06;364,46;13;28;1;3;21-nov-yyyy;2,013;1;2;1333,52;657,95;1;657275,53;6824389,46;MILANESE;RUA_DEONILDA_MILANEZ;NA;MOMENTO_IMÓVEIS;3411-5100;ZR1 - 2;0,38;0,28;0,14;0,08;0,11;0,66
110;448;80000;222,22;360;12;30;1;3;21-nov-yyyy;2,013;1;2;1708,1;303,65;1;656683,9;6824272,03;PINHEIRINHO;RUA_IMIGRANTE_DE_LUCCA;NA;ELIZANDRO_IMÓVE;NA;ZR1 - 2;0,28;0,25;0,08;0,06;0,07;0,3
111;449;85000;236,11;360;13;28;1;3;21-nov-yyyy;2,013;1;2;1893,16;451,23;1;656576,8;6824021,31;PINHEIRINHO;RUA_OTÁVIO_GHEDIN;NA;ZANETTA_IMÓVEIS;3045-2424;ZR1 - 2;0,26;0,2;0,07;0,04;0,05;0,45
112;450;87000;192,47;452,01;13;34,77;1;3;10-set-yyyy;2,013;1;2;1807,55;763,87;1;656952;6823887;PINHEIRINHO;RUA_VERGINIO_DORIGON;NA;COLONETTI;9953-9969;ZR1 - 2;0,33;0,18;0,11;0,03;0,06;0,76
113;451;88000;224,55;391,89;14;28;1;3;21-nov-yyyy;2,013;1;2;1692;900,79;1;657012,76;6823758,28;PINHEIRINHO;RUA_PROJETADA_2;LOT._SANTO_ANIBAL;INDICADOR_DE_IM;NA;ZR1 - 2;0,34;0,15;0,11;0,02;0,05;0,9
114;452;89000;243,42;365,63;13;28;1;3;21-nov-yyyy;2,013;1;2;1326,55;671,01;1;657284,31;6824379,78;MILANESE;RUA_DEONILDA_MILANEZ;NA;DUDA_IMÓVEIS;3461-8787;ZR1 - 2;0,38;0,28;0,14;0,08;0,11;0,67
115;453;89000;243,42;365,63;13;28,13;1;3;21-nov-yyyy;2,013;1;2;1420,77;681,51;1;657195,74;6824275,1;MILANESE;RUA_DEONILDA_MILANEZ;NA;DUDA_IMÓVEIS;NA;ZR1 - 2;0,37;0,26;0,13;0,07;0,09;0,68
116;454;90000;247,27;363,98;14;26;1;3;10-set-yyyy;2,013;1;2;2027,09;460,38;1;656700;6824073;PINHEIRINHO;RUA_OTÁVIO_GHEDIN;NA;COLONETTI;9953-9969;ZR1 - 2;0,28;0,21;0,08;0,05;0,06;0,46
117;456;90000;281,14;320,13;14;22,87;1;3;10-set-yyyy;2,013;1;2;1887,99;709;1;656868;6823888;JARDIM_ANGÉ;RUA_SD_1750-089;SEM_MARCAÇÃO_DE_LIMITE;PREDIAL;3045-7899 / 9954-;ZR1 - 2;0,31;0,18;0,1;0,03;0,06;0,71
118;457;90000;218,09;412,67;15,5;25;1;3;10-set-yyyy;2,013;1;4;1631,75;1072;1;658156;6824703;MILANESE;RUA_PINHEIRO_MACHADO;ESQUINA_COM_A_RUA_JOÃO_A;PRIMÍCIA_IMÓVEI;3433-7279 / 9651-;ZR2-4;0,53;0,34;0,28;0,12;0,18;1,07
119;458;90000;171,92;523,5;15;34,9;1;3;21-nov-yyyy;2,013;1;2;1620,05;892,39;1;657137,5;6823896,08;PINHEIRINHO;RUA_GIÁCOMO_THOMÉ;NA;PREF._CRICIÚMA;NA;ZR1 - 2;0,36;0,18;0,13;0,03;0,06;0,89
120;459;90000;250;360;12;30;1;3;21-nov-yyyy;2,013;1;2;1540,3;828,31;1;657187,29;6824052,28;PINHEIRINHO;RUA_SANTINA_MILANEZ;NA;CRILAR_IMÓVEIS;3439-9836;ZR1 - 2;0,36;0,21;0,13;0,04;0,08;0,83
121;460;90000;215,55;417,54;15;27,84;1;3;21-nov-yyyy;2,013;1;2;1709,54;857,57;1;657028,24;6823830,04;PINHEIRINHO;RUA_PROJETADA_3;LOT._SANTO_ANIBAL;INDICADOR_DE_IM;NA;ZR1 - 2;0,34;0,17;0,11;0,03;0,06;0,86
122;461;94030;258,32;364;13;28;1;3;21-nov-yyyy;2,013;1;2;1692;900,79;1;657012,76;6823758,28;PINHEIRINHO;RUA_PROJETADA_1;LOT._SANTO_ANIBAL;ELIZANDRO_IMÓVE;NA;ZR1 - 2;0,34;0,15;0,11;0,02;0,05;0,9
123;462;95000;298,08;318,71;14;22,77;1;3;10-set-yyyy;2,013;1;2;1877,17;717,5;1;656878;6823885;PINHEIRINHO;RUA_SD_1750-089;SEM_MARCAÇÃO_DE_LIMITE;CRISTIANO_CANAR;9123-2726;ZR1 - 2;0,31;0,18;0,1;0,03;0,06;0,72
124;466;96000;232,73;412,5;15;27,5;1;3;21-nov-yyyy;2,013;1;2;1312,16;691,4;1;657302,74;6824369,45;PINHEIRINHO;RUA_ITAPEMA;ESQ._RUA_DEONILDA_MILANE;DUDA_IMÓVEIS;3461-8787;ZR1 - 2;0,38;0,27;0,15;0,08;0,11;0,69
125;467;110000;193,16;569,48;14;42;1;3;11-set-yyyy;2,013;1;2;1608,11;717,94;1;657095;6824114;PINHEIRINHO;RUA_PADRE_MARIO_LABARBUTA;NA;LOCATIVA;3437-1112;ZR1 - 2;0,35;0,22;0,12;0,05;0,08;0,72
126;468;110000;174,6;630;15;42;1;3;21-nov-yyyy;2,013;1;2;1578,34;718,54;1;657111,77;6824133,18;PINHEIRINHO;RUA_PADRE_MARIO_LABARBUTA;NA;LOCATIVA;3437-1112;ZR1 - 2;0,35;0,23;0,12;0,05;0,08;0,72
127;472;180000;358,22;502,49;20,5;28;2;3;10-set-yyyy;2,013;1;2;1483,87;256,57;1;657217;6824902;MILANESE;RUA_VANDRILIO_MANOEL_SERAFI;ESQUINA_COM_A_RUA_MARTIN;LOCATIVA;3437-1112 / 9945-;ZR1 - 2;0,37;0,38;0,14;0,14;0,14;0,26
128;473;200000;714,23;280,02;10;28;1;3;11-set-yyyy;2,013;1;2;1214,51;121,28;1;656543;6824792;PINHEIRINHO;RUA_IMIGRANTE_ZANETTE;NA;PROJETAR;3433-2211 / 9949-;ZR1 - 2;0,26;0,36;0,07;0,13;0,09;0,12
129;475;210000;437,5;480;17;30;2;3;10-set-yyyy;2,013;1;2;1720,55;500,82;1;656760;6825547;JARDIM_ANGÉ;RUA_AMÉLIA_CESÁRIO_FELIPE;ESQUINA_COM_A_RUA_SD;GUTO;3045-3686 / 8406-;ZR1 - 2;0,29;0,51;0,09;0,26;0,15;0,5
130;476;260000;520;500;20;25,5;1;3;10-set-yyyy;2,013;1;2;1476,51;369,13;1;657377;6824904;MILANESE;RUA_VEREADOR_ERNESTO_JOSÉ_M;NA;BEM_MORAR;3433-0202 / 9946-;ZR1 - 2;0,4;0,38;0,16;0,15;0,15;0,37
131;479;350000;849;412,25;14;30;1;3;11-set-yyyy;2,013;1;2;1288,08;372,15;1;656148;6824756;SANTA_AUGUS;RUA_LUIZ_DARÓS;ESQUINA_COM_A_RUA_BOM_JA;GÓES_IMÓVEIS;3045-3344;ZR1 - 2;0,19;0,35;0,04;0,12;0,07;0,37
132;487;440000;662,65;664;25;26,56;1;3;21-nov-yyyy;2,013;1;2;1156,22;120,12;1;656412,12;6824661,07;PINHEIRINHO;RUA_IMIGRANTE_MELLER;NA;CRICIUMA_OLX;NA;ZR1 - 2;0,24;0,33;0,06;0,11;0,08;0,12
133;502;900000;967,74;930;15,5;60;1;3;12-set-yyyy;2,013;2;8;4730,9;319,89;1;660089;6826780;PIO_CORREA;VIDAL_RAMOS;NA;NA;99000903;ZR3 - 8;0,85;0,76;0,72;0,57;0,64;0,32
134;585;1100000;687,5;1600;30;53,33;1;3;01-ago-yyyy;2,012;3;8;2183,35;1070,76;2;658358,31;6825043,55;São_Luiz;Rua_Waschington_Luiz_;esq._Rua_Santos_dumont;Locativa_Imóvei;34371112;ZC3-8;0,56;0,41;0,31;0,17;0,23;1,07
135;586;420000;1076,92;390;15;26;1;3;01-jun-yyyy;2,012;1;4;2261,83;1034,26;2;658343,49;6825106,95;São_Luiz;Av._Santos_Dummont_Esq_com_;Ao_lado_do_Res_Santos_Du;Duda_Im.;34687777;ZR2-4;0,56;0,42;0,31;0,18;0,23;1,03
136;588;55000;182,36;301,6;12;25,13;2;3;01-mai-yyyy;2,012;3;4;1846,56;1403,48;2;658537,02;6824667,63;São_Luiz;Rua_Epitacio_Pessoa;NA;Império;34373322;ZM2-4;0,59;0,33;0,35;0,11;0,2;1,4
137;590;140000;233,33;600;18;33,33;1;3;01-jul-yyyy;2,012;3;4;2000,98;1376,37;2;658571,92;6824783,21;São_Luiz;Rua_Julio_de_Castilho_esq._;Próx._Centro_de_Eventos_;Edilando_Barp;9616-0375;ZM2-4;0,6;0,36;0,35;0,13;0,21;1,38
138;592;150000;382,65;392;14;28;1;3;01-ago-yyyy;2,012;1;4;2391,25;1369,66;2;659451,57;6824948,54;São_Luiz;Rua_Abramo_Casagrande;NA;Dados;9,99E+12;ZR2-4;0,74;0,39;0,55;0,15;0,29;1,37
139;596;150000;166,67;900;30;30;1;3;01-ago-yyyy;2,012;1;4;2337,05;1368,9;2;659523,97;6824931,45;São_Luiz;Rua_Abramo_Casagrande_;NA;Canarin;9123-2726;ZR2-4;0,75;0,39;0,57;0,15;0,29;1,37
140;597;80000;177,78;450;15;30;1;3;01-jun-yyyy;2,012;1;4;2358,38;1287,57;2;659705,73;6824984,58;São_Luiz;Rua_Abramo_Casagrande_Lote_;Prox_a_Hidramaco;Duda_Im.;34687777;ZR2-4;0,78;0,4;0,62;0,16;0,31;1,29
141;598;140000;326,8;428,4;14;30,6;1;3;01-jun-yyyy;2,012;1;4;2407,53;1298,48;2;659584,61;6824991,15;São_Luiz;Rua_Abramo_Casagrande_;Lote_45;Duda_Im.;34687777;ZR2-4;0,76;0,4;0,58;0,16;0,3;1,3
142;599;65000;180,56;360;13;27,69;1;3;01-jun-yyyy;2,012;1;4;1523,22;1222,46;2;658244,16;6824574,8;São_Luiz;Rua_Bom_Retiro;Prox_ao_Cemitério;Duda_Im.;34687777;ZR2-4;0,54;0,31;0,29;0,1;0,17;1,22
143;600;90000;187,5;480;12;40;1;2;01-ago-yyyy;2,012;1;4;1638,62;1303,51;2;658352,15;6824577,31;São_Luiz;Rua_Porto_União;NA;Locativa;34371112;ZR2-4;0,56;0,32;0,31;0,1;0,18;1,3
144;601;100451,97;267,87;375;12,5;30;1;2;01-nov-yyyy;2,012;1;4;1864,57;1775,52;2;659058,69;6824608,32;São_Luiz;Rua_Joaquim_Nabuco;NA;Pilar_Imoveis;34377000;ZR2-4;0,68;0,32;0,46;0,1;0,22;1,78
145;602;110000;188,03;585;15;39;1;3;01-mai-yyyy;2,012;1;4;1635,89;1167,22;2;658242,92;6824658,94;São_Luiz;Rua_Porto_União;NA;Locativa;34371112;ZR2-4;0,54;0,33;0,29;0,11;0,18;1,17
146;603;130000;192,67;674,73;18;37,49;1;3;01-jun-yyyy;2,012;1;4;1959,94;1707,63;2;659060,94;6824679,37;São_Luiz;Rua_Joaquim_Nabuco;Prox_a_Assoc._Atlética_S;Duda_Im.;34687777;ZR2-4;0,68;0,34;0,46;0,11;0,23;1,71
147;607;600000;1333,33;450;15;30;1;3;01-mai-yyyy;2,012;4;16;2824,59;192,9;2;658789,93;6826192,73;Centro;Agrimensor_Cassimiro_Miliol;NA;Duda_Im.;34687777;ZC2 -16;0,63;0,64;0,4;0,41;0,4;0,19
148;634;320000;561,4;570;15;38;1;3;#NULO!;2,015;4;16;2534,47;166,6;1;658853,96;6826634,27;Centro;R_Henrique_Lage;NA;Toninho_Imóveis;3438 0743;ZM1-16;0,64;0,73;0,41;0,53;0,47;0,17
149;639;500000;1724,14;290;10;29;1;3;01-jan-yyyy;2,012;4;16;3942,15;89,86;2;660099,82;6826458,04;Centro;Rua_7_de_Setembro;Rua_fundos_da_Kolina;Duda_Im.;34687777;ZC2 -16;0,85;0,69;0,72;0,48;0,59;0,09
150;640;1,00E+06;1483,68;674;16;42,13;1;3;01-mai-yyyy;2,012;4;16;3780,96;87,38;2;660068,08;6826425,69;Centro;Rua_7_de_Setembro;Rua_fundos_da_Kolina;Duda_Im.;34687777;ZC2 -16;0,84;0,69;0,71;0,47;0,58;0,09
151;650;150000;267,86;560;14;40;1;3;01-jan-yyyy;2,012;3;4;3368,15;194,18;2;659203,29;6826668,09;Centro;Rua_com._Miguel_Giaca;Prox._Ao_Bortoluzze_Cent;Locativa;34371112;ZC1-4;0,7;0,73;0,49;0,54;0,51;0,19
152;651;500000;1724,14;290;10;29;1;3;01-mai-yyyy;2,012;3;4;3368,15;194,18;2;659203,29;6826668,09;Centro;Rua_com._Miguel_Giaca;Prox._Ao_Bortoluzze_Cent;Duda_Im.;34687777;ZC1-4;0,7;0,73;0,49;0,54;0,51;0,19
153;653;500000;1724,14;290;12;24,17;2;1;01-jun-yyyy;2,012;3;4;2987,82;112,12;2;659105,25;6826602,64;centro;Rua_Conego_Miguel_Giaca;Prox_ao_Bortoluzzi;Duda_Im.;34687777;ZC1-4;0,68;0,72;0,47;0,52;0,49;0,11
154;657;450000;882,35;510;14;36,43;1;3;01-jan-yyyy;2,012;4;16;3637,57;387,89;2;659861,71;6826682,03;Centro;Rua_Felipe_Schimidt;NA;Pilar_Imóveis;34377000;ZC2 -16;0,81;0,74;0,66;0,54;0,6;0,39
155;664;1450000;2843,14;510;14;36,43;1;3;01-mai-yyyy;2,012;4;16;3549,63;170,09;2;659690,7;6826130,38;Centro;Rua_Henrique_Chenaud;NA;Pilar_Imóveis;34377000;ZC2 -16;0,78;0,63;0,61;0,39;0,49;0,17
156;667;507980;456;1114;12,5;89,12;1;3;#NULO!;2,015;4;16;2350,93;108,99;1;658752,23;6826526,88;Centro;Rua_Henrique_Lage;NA;Avalizan;3045-5598;ZC2-16;0,63;0,71;0,39;0,5;0,44;0,11
157;668;2,00E+06;2439,02;820;13;63,08;1;3;#NULO!;2,015;4;16;1734,69;31,81;1;658319,86;6826309,75;Centro;Rua_Henrique_Lage;NA;Panatto_Site;3437 0988;ZC2 -16;0,55;0,66;0,31;0,44;0,37;0,03
158;669;1200000;1333,33;900;18;50;1;3;01-mai-yyyy;2,012;4;16;2192,42;87,5;2;658557,72;6826422,24;Centro;Rua_Henrique_Lage;Em_Frente_ao_nosso_posto;Pilar_Imóveis;34377000;ZC2-16;0,59;0,68;0,35;0,47;0,41;0,09
159;675;2900000;2589,29;1120;30;37,33;1;1;01-jan-yyyy;2,012;4;16;3363,79;311,77;2;659094,85;6826805,47;Centro;Rua_João_Pessoa;NA;Pilar_Imóveis;34377000;ZC2-16;0,68;0,76;0,47;0,58;0,52;0,31
160;676;2700000;1846,79;1462;31,5;46,41;1;2;01-nov-yyyy;2,012;4;16;3375,41;258,54;2;659140,35;6826745,66;centro;Rua_João_Pessoa;NA;Pilar_Imóveis;34377000;ZC2 -16;0,69;0,75;0,48;0,56;0,52;0,26
161;677;1200000;2242,99;535;13;41,15;1;3;01-mai-yyyy;2,012;4;16;4712,03;449,95;2;659076,25;6826945,6;Centro;Rua_João_Pessoa;NA;Pillar_Imóveis;34377000;ZC2 -16;0,68;0,79;0,46;0,62;0,54;0,45
162;678;200000;332,61;601,31;19;31,65;2;1;01-jun-yyyy;2,012;3;4;4463,32;324,57;2;659227,61;6826796,22;Centro;Rua_João_Pessoa;Lote_07_Prox_a_Mecânica_;Duda_Im.;34687777;ZC1-4;0,7;0,76;0,5;0,58;0,53;0,32
163;682;150000;267,86;560;14;40;2;3;01-mai-yyyy;2,012;2;8;2138,6;474,3;2;658401,26;6826782,51;Centro;Rua_José_do_Patrocínio;NA;Locativa_Imóvei;34371112;ZR3 - 8;0,57;0,76;0,32;0,57;0,43;0,47
164;683;290000;258,93;1120;30;37,33;2;3;01-mai-yyyy;2,012;2;8;2311,5;600,62;2;658500,82;6826953,13;Centro;Rua_José_do_Patrocínio;Atrás_do_Eldorado;Pilar_Imóveis;34377000;ZR3 - 8;0,58;0,79;0,34;0,63;0,46;0,6
165;684;200000;350,57;570,5;14,6;39,08;2;3;01-jun-yyyy;2,012;2;8;2202,57;556,5;2;658408,9;6826868,76;centro;Rua_José_do_Patrocínio;Esq_Rua_Emilio_de_Meneze;Duda_Im.;34687777;ZR3 - 8;0,57;0,77;0,32;0,6;0,44;0,56
166;685;320000;285,71;1120;28;40;2;3;01-ago-yyyy;2,012;2;8;2138,6;474,3;2;658401,26;6826782,51;Centro;Rua_José_do_Patrocínio;Esq;Avalizan;3045-5598;ZR3 - 8;0,57;0,76;0,32;0,57;0,43;0,47
167;686;150000;267,86;560;14;40;2;3;01-mai-yyyy;2,012;2;8;1991,82;477,32;2;658339,65;6826771,3;Centro;Rua_José_do_Patrocínio;NA;Locativa_Imóvei;34371112;ZR3 - 8;0,56;0,75;0,31;0,57;0,42;0,48
168;687;200000;350,57;570,5;15;38,03;2;3;01-jun-yyyy;2,012;2;8;2269,06;562,05;2;658480,51;6826901,61;centro;Rua_José_do_Patrocínio;Esq_Rua_Emilio_de_Meneze;Duda_Im.;34687777;ZR3 - 8;0,58;0,78;0,34;0,61;0,45;0,56
169;688;290000;258,93;1120;30;37,33;2;3;01-mai-yyyy;2,012;2;8;2299,4;580,83;2;658528,26;6826943,8;Centro;Rua_José_do_Patrocínio;Atrás_do_Eldorado;Pilar_Imóveis;34377000;ZR3 - 8;0,59;0,79;0,35;0,62;0,46;0,58
170;689;320000;285,71;1120;30;37,33;2;3;01-jun-yyyy;2,012;2;8;2284,05;564,02;2;658504,36;6826914,58;Centro;Rua_José_do_Patrocínio;NA;Duda_Im.;34687777;ZR3 - 8;0,58;0,78;0,34;0,61;0,46;0,56
171;690;150000;267,86;560;14;40;2;3;01-mai-yyyy;2,012;2;8;2138,6;474,3;2;658401,26;6826782,51;Centro;Rua_José_do_Patrocínio;NA;Locativa;34371112;ZR3 - 8;0,57;0,76;0,32;0,57;0,43;0,47
172;691;320000;285,71;1120;30;37,33;2;1;01-jun-yyyy;2,012;2;8;2273,38;729,92;2;658752,03;6827191,63;Centro;Rua_José_do_Patrocínio;NA;Duda_Im.;34687777;ZR3 - 8;0,63;0,84;0,39;0,7;0,52;0,73
173;693;1100000;2444,44;450;15;30;1;3;01-jan-yyyy;2,012;4;16;6351,07;763,26;2;659607,57;6827159,55;Centro;Rua_Lauro_Muller;Atrás_da_Imobiliária_Pil;Locativa_Imóvei;34371112;ZC2 -16;0,77;0,83;0,59;0,69;0,64;0,76
174;694;1250000;4166,67;300;10;30;1;3;01-mai-yyyy;2,012;4;16;5833,35;420,84;2;659304,28;6826878,33;Centro;Rua_Lauro_Muller;Atrás_da_Imobiliária_Pil;Locativa_Imóvei;34371112;ZC2 -16;0,72;0,78;0,51;0,6;0,56;0,42
